date,epiweek,nta_id,county,neighborhood,cases_week,cases_4_week_avg,hospitalizations_month,deaths_month,retail_and_recreation_change_week,grocery_and_pharmacy_change_week,parks_change_week,transit_stations_change_week,workplaces_change_week,residential_change_week
2020/08/08,202032,QN0103,Queens County,Astoria,3.0,,,,-24.3,-4.3,119.3,-48.7,-39.9,12.4
2020/08/15,202033,QN0103,Queens County,Astoria,10.0,,,,-24.0,-3.7,138.4,-47.3,-39.1,11.6
2020/08/22,202034,QN0103,Queens County,Astoria,10.0,,,,-25.6,-4.9,120.4,-47.4,-39.1,11.4
2020/08/29,202035,QN0103,Queens County,Astoria,15.0,10.0,,,-24.4,-4.7,115.3,-46.9,-38.4,11.4
2020/09/05,202036,QN0103,Queens County,Astoria,9.0,11.0,,,-22.0,-2.3,130.6,-45.9,-38.0,10.3
2020/09/12,202037,QN0103,Queens County,Astoria,6.0,10.0,,,-23.1,-3.3,129.6,-47.4,-40.6,11.1
2020/09/19,202038,QN0103,Queens County,Astoria,12.0,10.0,,,-20.9,-2.6,103.7,-45.0,-34.1,10.6
2020/09/26,202039,QN0103,Queens County,Astoria,20.0,12.0,,,-21.7,-2.7,89.0,-45.1,-34.3,10.7
2020/10/03,202040,QN0103,Queens County,Astoria,19.0,14.0,,,-22.7,-1.3,73.7,-44.9,-33.9,10.7
2020/10/10,202041,QN0103,Queens County,Astoria,17.0,17.0,,,-24.1,-1.3,73.7,-44.4,-33.4,10.7
2020/10/17,202042,QN0103,Queens County,Astoria,18.0,18.0,,,-29.0,-6.9,35.4,-46.0,-35.0,12.3
2020/10/24,202043,QN0103,Queens County,Astoria,19.0,18.0,,,-25.1,-1.4,60.3,-43.9,-32.4,11.1
2020/10/31,202044,QN0103,Queens County,Astoria,25.0,20.0,,,-27.0,-4.4,15.3,-46.0,-32.9,12.0
2020/11/07,202045,QN0103,Queens County,Astoria,39.0,25.0,6.0,,-25.7,-4.4,34.1,-45.7,-32.9,12.0
2020/11/14,202046,QN0103,Queens County,Astoria,63.0,36.0,6.0,,-26.0,-4.9,37.4,-45.7,-33.1,12.3
2020/11/21,202047,QN0103,Queens County,Astoria,45.0,43.0,6.0,,-27.6,-4.7,15.6,-45.9,-32.7,12.6
2020/11/28,202048,QN0103,Queens County,Astoria,66.0,53.0,6.0,,-29.7,-2.6,12.3,-50.4,-41.1,14.7
2020/12/05,202049,QN0103,Queens County,Astoria,101.0,69.0,25.0,,-30.9,-9.4,-6.0,-48.6,-34.4,14.0
2020/12/12,202050,QN0103,Queens County,Astoria,138.0,88.0,25.0,,-28.7,-6.3,-1.7,-48.4,-33.4,13.1
2020/12/19,202051,QN0103,Queens County,Astoria,114.0,105.0,25.0,,-36.3,-10.4,-10.4,-49.7,-38.6,16.4
2020/12/26,202052,QN0103,Queens County,Astoria,129.0,120.0,25.0,,-31.4,-1.7,-22.1,-51.1,-43.6,15.1
2021/01/02,202053,QN0103,Queens County,Astoria,130.0,128.0,27.0,,-34.4,-7.7,-7.1,-53.0,-45.1,16.6
2021/01/09,202101,QN0103,Queens County,Astoria,201.0,144.0,27.0,,-36.4,-9.9,-13.6,-50.3,-36.1,15.3
2021/01/16,202102,QN0103,Queens County,Astoria,151.0,153.0,27.0,,-35.9,-10.4,-3.6,-51.0,-36.9,14.4
2021/01/23,202103,QN0103,Queens County,Astoria,120.0,150.0,27.0,,-36.4,-12.6,-7.6,-53.7,-39.1,15.0
2021/01/30,202104,QN0103,Queens County,Astoria,142.0,154.0,27.0,,-39.3,-14.7,-22.0,-54.0,-37.7,15.1
2021/02/06,202105,QN0103,Queens County,Astoria,111.0,131.0,39.0,8.0,-46.1,-17.3,-29.3,-55.9,-44.7,19.1
2021/02/13,202106,QN0103,Queens County,Astoria,109.0,120.0,39.0,8.0,-38.7,-12.7,-29.7,-52.0,-38.4,15.1
2021/02/20,202107,QN0103,Queens County,Astoria,107.0,117.0,39.0,8.0,-37.7,-15.0,-25.4,-51.9,-40.3,16.3
2021/02/27,202108,QN0103,Queens County,Astoria,109.0,109.0,39.0,8.0,-30.9,-9.6,-6.0,-48.1,-34.3,13.0
2021/03/06,202109,QN0103,Queens County,Astoria,109.0,108.0,27.0,,-29.7,-8.7,-8.3,-48.0,-34.1,13.0
2021/03/13,202110,QN0103,Queens County,Astoria,126.0,113.0,27.0,,-24.4,-5.1,41.7,-46.0,-33.0,11.9
2021/03/20,202111,QN0103,Queens County,Astoria,128.0,118.0,27.0,,-26.0,-7.7,11.0,-45.9,-33.1,12.0
2021/03/27,202112,QN0103,Queens County,Astoria,125.0,122.0,27.0,,-20.4,-4.3,66.0,-43.1,-32.9,10.7
2021/04/03,202113,QN0103,Queens County,Astoria,111.0,122.0,17.0,,-22.9,-4.1,19.6,-45.3,-37.9,11.7
2021/04/10,202114,QN0103,Queens County,Astoria,93.0,114.0,17.0,,-19.9,-2.9,79.4,-41.4,-33.6,10.0
2021/04/17,202115,QN0103,Queens County,Astoria,78.0,102.0,17.0,,-24.3,-7.4,21.4,-42.6,-32.4,11.0
2021/04/24,202116,QN0103,Queens County,Astoria,46.0,82.0,17.0,,-19.0,-3.7,71.0,-40.6,-30.9,9.6
2021/05/01,202117,QN0103,Queens County,Astoria,23.0,60.0,,,-18.4,-1.7,63.4,-39.9,-30.6,9.7
2021/05/08,202118,QN0103,Queens County,Astoria,23.0,42.0,,,-17.0,0.3,58.4,-38.3,-30.4,8.7
2021/05/15,202119,QN0103,Queens County,Astoria,9.0,25.0,,,-14.3,0.9,84.9,-35.9,-30.9,8.1
2021/05/22,202120,QN0103,Queens County,Astoria,3.0,14.0,,,-11.4,2.0,111.7,-34.0,-29.3,7.6
2021/05/29,202121,QN0103,Queens County,Astoria,9.0,11.0,,,-13.7,-0.6,70.6,-34.4,-29.1,7.9
2021/06/05,202122,QN0103,Queens County,Astoria,4.0,6.0,,,-13.9,0.1,72.1,-35.7,-33.1,8.7
2021/06/12,202123,QN0103,Queens County,Astoria,7.0,6.0,,,-9.9,2.9,100.0,-31.0,-27.1,6.9
2021/06/19,202124,QN0103,Queens County,Astoria,6.0,6.0,,,-8.0,4.0,108.3,-29.7,-27.6,6.3
2021/06/26,202125,QN0103,Queens County,Astoria,9.0,6.0,,,-8.1,2.3,108.4,-29.4,-28.3,5.7
2021/07/03,202126,QN0103,Queens County,Astoria,19.0,10.0,,,-11.9,0.0,71.3,-31.4,-31.9,6.7
2021/07/10,202127,QN0103,Queens County,Astoria,25.0,15.0,,,-12.4,1.1,112.0,-30.3,-36.0,6.9
2021/07/17,202128,QN0103,Queens County,Astoria,27.0,20.0,,,-10.3,2.1,95.9,-28.1,-29.4,6.4
2021/07/24,202129,QN0103,Queens County,Astoria,39.0,28.0,,,-8.9,3.3,108.1,-27.6,-29.4,6.0
2021/07/31,202130,QN0103,Queens County,Astoria,35.0,32.0,,,-9.0,2.3,104.4,-27.3,-29.0,6.0
2021/08/07,202131,QN0103,Queens County,Astoria,50.0,38.0,10.0,,-8.3,3.6,109.7,-27.6,-29.1,5.7
2021/08/14,202132,QN0103,Queens County,Astoria,65.0,47.0,10.0,,-10.4,1.6,82.1,-28.1,-29.3,6.3
2021/08/21,202133,QN0103,Queens County,Astoria,69.0,55.0,10.0,,-9.7,3.0,92.9,-28.0,-30.1,6.0
2021/08/28,202134,QN0103,Queens County,Astoria,59.0,61.0,10.0,,-15.7,-4.4,54.4,-31.4,-33.1,8.0
2021/09/04,202135,QN0103,Queens County,Astoria,70.0,66.0,8.0,,-8.7,1.9,110.1,-27.0,-31.9,6.6
2021/09/11,202136,QN0103,Queens County,Astoria,71.0,67.0,8.0,,-8.3,1.9,108.7,-29.0,-34.7,7.1
2021/09/18,202137,QN0103,Queens County,Astoria,62.0,66.0,8.0,,-5.4,5.9,92.3,-23.4,-29.1,5.0
2021/09/25,202138,QN0103,Queens County,Astoria,51.0,64.0,8.0,,-7.7,4.3,88.4,-23.0,-27.0,4.9
2021/10/02,202139,QN0103,Queens County,Astoria,38.0,56.0,6.0,,-7.9,5.4,75.6,-24.1,-23.9,4.7
2021/10/09,202140,QN0103,Queens County,Astoria,46.0,49.0,6.0,,-10.1,5.3,65.3,-23.3,-22.6,4.7
2021/10/16,202141,QN0103,Queens County,Astoria,38.0,43.0,6.0,,-10.0,4.4,61.7,-25.0,-24.7,5.6
2021/10/23,202142,QN0103,Queens County,Astoria,28.0,38.0,6.0,,-9.4,4.1,57.7,-23.1,-21.9,4.6
2021/10/30,202143,QN0103,Queens County,Astoria,35.0,37.0,6.0,,-10.3,3.9,33.9,-24.1,-22.4,6.0
2021/11/06,202144,QN0103,Queens County,Astoria,50.0,38.0,,,-9.6,5.6,38.1,-23.0,-22.4,5.4
2021/11/13,202145,QN0103,Queens County,Astoria,33.0,36.0,,,-10.9,2.9,34.1,-23.0,-23.1,6.1
2021/11/20,202146,QN0103,Queens County,Astoria,68.0,46.0,,,-10.7,3.1,22.0,-20.0,-20.3,5.1
2021/11/27,202147,QN0103,Queens County,Astoria,69.0,55.0,,,-14.9,3.0,3.7,-27.3,-33.9,8.6
2021/12/04,202148,QN0103,Queens County,Astoria,93.0,66.0,62.0,,-13.3,1.3,8.0,-20.1,-21.1,6.0
2021/12/11,202149,QN0103,Queens County,Astoria,120.0,88.0,62.0,,-12.7,1.1,7.9,-20.7,-19.0,5.9
2021/12/18,202150,QN0103,Queens County,Astoria,651.0,233.0,62.0,,-10.3,3.7,14.6,-20.1,-18.9,5.4
2021/12/25,202151,QN0103,Queens County,Astoria,1139.0,501.0,62.0,,-14.0,9.3,-6.6,-29.7,-35.0,9.6
2022/01/01,202152,QN0103,Queens County,Astoria,1531.0,860.0,60.0,14.0,-22.0,0.7,-6.3,-37.9,-44.4,14.3
2022/01/08,202201,QN0103,Queens County,Astoria,1311.0,1158.0,60.0,14.0,-26.7,-3.4,-7.4,-33.1,-30.7,13.3
2022/01/15,202202,QN0103,Queens County,Astoria,629.0,1152.0,60.0,14.0,-26.0,-4.7,-11.0,-34.7,-26.0,11.0
2022/01/22,202203,QN0103,Queens County,Astoria,311.0,946.0,60.0,14.0,-25.1,-7.3,-12.4,-36.1,-27.0,10.7
2022/01/29,202204,QN0103,Queens County,Astoria,127.0,594.0,60.0,14.0,-29.0,-9.1,-9.6,-39.0,-27.6,10.7
2022/02/05,202205,QN0103,Queens County,Astoria,73.0,285.0,7.0,,-24.7,-7.6,-10.6,-31.6,-24.3,9.3
2022/02/12,202206,QN0103,Queens County,Astoria,58.0,142.0,7.0,,-18.4,-0.1,16.9,-28.3,-20.1,6.3
2022/02/19,202207,QN0103,Queens County,Astoria,34.0,73.0,7.0,,-21.6,-4.6,-1.3,-27.9,-20.7,6.7
2022/02/26,202208,QN0103,Queens County,Astoria,32.0,49.0,7.0,,-21.1,-8.0,5.7,-30.9,-30.4,8.4
2022/03/05,202209,QN0103,Queens County,Astoria,34.0,40.0,,,-20.7,-5.0,6.3,-26.3,-19.7,5.6
2022/03/12,202210,QN0103,Queens County,Astoria,38.0,34.0,,,-24.0,-9.4,1.9,-28.0,-20.0,6.3
2022/03/19,202211,QN0103,Queens County,Astoria,60.0,41.0,,,-19.0,-5.9,28.6,-25.4,-19.9,5.3
2022/03/26,202212,QN0103,Queens County,Astoria,90.0,56.0,,,-20.0,-6.9,20.7,-25.0,-19.3,5.3
2022/04/02,202213,QN0103,Queens County,Astoria,130.0,80.0,5.0,,-22.1,-6.7,8.0,-25.3,-18.7,5.3
2022/04/09,202214,QN0103,Queens County,Astoria,138.0,104.0,5.0,,-22.3,-6.9,11.9,-25.1,-19.1,5.3
2022/04/16,202215,QN0103,Queens County,Astoria,164.0,130.0,5.0,,-16.1,-1.4,49.3,-24.3,-21.6,4.6
2022/04/23,202216,QN0103,Queens County,Astoria,150.0,146.0,5.0,,-19.1,-8.1,36.0,-26.0,-29.6,5.9
2022/04/30,202217,QN0103,Queens County,Astoria,222.0,168.0,5.0,,-16.7,-3.9,41.6,-20.1,-18.0,3.7
2022/05/07,202218,QN0103,Queens County,Astoria,273.0,202.0,13.0,,-17.4,-4.9,24.4,-22.0,-20.3,4.9
2022/05/14,202219,QN0103,Queens County,Astoria,272.0,229.0,13.0,,-14.1,-2.1,42.9,-20.7,-18.3,3.3
2022/05/21,202220,QN0103,Queens County,Astoria,249.0,254.0,13.0,,-13.7,-4.0,68.0,-18.1,-18.7,3.1
2022/05/28,202221,QN0103,Queens County,Astoria,270.0,266.0,13.0,,-12.9,-3.1,65.9,-18.7,-19.7,3.3
2022/06/04,202222,QN0103,Queens County,Astoria,195.0,246.0,15.0,,-12.9,-3.1,95.1,-20.4,-25.7,3.6
2022/06/11,202223,QN0103,Queens County,Astoria,183.0,224.0,15.0,,-12.3,-2.6,85.6,-18.0,-20.7,3.0
2022/06/18,202224,QN0103,Queens County,Astoria,160.0,202.0,15.0,,-11.0,-2.0,69.6,-17.3,-20.1,3.0
2022/06/25,202225,QN0103,Queens County,Astoria,213.0,188.0,15.0,,-10.7,-2.4,83.9,-17.6,-24.1,3.3
2022/07/02,202226,QN0103,Queens County,Astoria,225.0,195.0,22.0,,-11.7,-2.3,82.4,-17.1,-25.4,3.7
2022/07/09,202227,QN0103,Queens County,Astoria,206.0,201.0,22.0,,-16.0,-3.7,95.1,-20.6,-33.0,4.6
2022/07/16,202228,QN0103,Queens County,Astoria,218.0,216.0,22.0,,-15.1,-4.3,89.1,-17.9,-26.0,3.9
2022/07/23,202229,QN0103,Queens County,Astoria,190.0,210.0,22.0,,-16.9,-5.9,80.0,-18.3,-26.0,5.4
2022/07/30,202230,QN0103,Queens County,Astoria,158.0,193.0,22.0,,-15.6,-4.3,79.7,-18.6,-25.3,4.0
2022/08/06,202231,QN0103,Queens County,Astoria,149.0,179.0,14.0,,-15.3,-4.6,82.0,-18.7,-25.6,4.1
2022/08/13,202232,QN0103,Queens County,Astoria,134.0,158.0,14.0,,-15.1,-5.1,80.1,-17.9,-25.4,3.9
2022/08/20,202233,QN0103,Queens County,Astoria,119.0,140.0,14.0,,-15.4,-5.7,87.6,-17.1,-26.3,6.0
2022/08/27,202234,QN0103,Queens County,Astoria,94.0,124.0,14.0,,-15.6,-7.1,87.4,-17.7,-27.3,6.4
2022/09/03,202235,QN0103,Queens County,Astoria,90.0,109.0,15.0,,-11.4,-6.6,116.0,-16.0,-27.9,3.9
2022/09/10,202236,QN0103,Queens County,Astoria,82.0,96.0,15.0,,-14.0,-7.0,90.9,-18.6,-31.1,4.6
2022/09/17,202237,QN0103,Queens County,Astoria,95.0,90.0,15.0,,-14.1,-5.6,57.1,-13.9,-23.6,2.4
2022/09/24,202238,QN0103,Queens County,Astoria,87.0,88.0,15.0,,-15.7,-7.1,52.7,-13.3,-23.7,2.7
2022/10/01,202239,QN0103,Queens County,Astoria,84.0,87.0,19.0,,-16.3,-7.0,30.9,-18.1,-25.3,4.4
2022/10/08,202240,QN0103,Queens County,Astoria,86.0,88.0,19.0,,-18.4,-9.0,8.4,-18.3,-23.3,4.6
2022/10/15,202241,QN0103,Queens County,Astoria,89.0,86.0,19.0,,-16.7,-7.4,35.9,-17.0,-24.0,4.0
2020/08/08,202032,MN0702,New York County,Upper West Side,4.0,,,,-63.0,-29.7,-27.0,-59.7,-53.7,16.1
2020/08/15,202033,MN0702,New York County,Upper West Side,14.0,,,,-61.7,-28.6,-21.3,-58.0,-53.3,14.7
2020/08/22,202034,MN0702,New York County,Upper West Side,5.0,,,,-62.0,-29.0,-22.3,-58.3,-53.7,14.6
2020/08/29,202035,MN0702,New York County,Upper West Side,3.0,6.0,,,-61.4,-29.1,-24.6,-57.9,-52.9,14.7
2020/09/05,202036,MN0702,New York County,Upper West Side,6.0,7.0,,,-59.3,-26.7,-17.4,-55.1,-52.1,13.4
2020/09/12,202037,MN0702,New York County,Upper West Side,6.0,5.0,,,-59.9,-27.1,-16.4,-55.7,-53.3,13.3
2020/09/19,202038,MN0702,New York County,Upper West Side,17.0,8.0,,,-57.6,-25.0,-20.9,-53.4,-48.9,14.0
2020/09/26,202039,MN0702,New York County,Upper West Side,18.0,12.0,,,-56.4,-25.7,-23.0,-52.9,-48.7,13.7
2020/10/03,202040,MN0702,New York County,Upper West Side,17.0,14.0,,,-56.6,-24.4,-27.6,-53.3,-47.9,13.9
2020/10/10,202041,MN0702,New York County,Upper West Side,10.0,16.0,,,-56.9,-23.7,-25.0,-52.7,-47.6,13.6
2020/10/17,202042,MN0702,New York County,Upper West Side,14.0,15.0,,,-60.0,-29.0,-36.4,-54.1,-49.0,15.3
2020/10/24,202043,MN0702,New York County,Upper West Side,20.0,15.0,,,-56.6,-23.4,-27.4,-52.1,-46.6,14.1
2020/10/31,202044,MN0702,New York County,Upper West Side,23.0,17.0,,,-59.1,-26.1,-42.6,-54.1,-47.6,15.1
2020/11/07,202045,MN0702,New York County,Upper West Side,51.0,27.0,14.0,,-58.9,-25.4,-36.0,-54.1,-47.3,14.7
2020/11/14,202046,MN0702,New York County,Upper West Side,75.0,42.0,14.0,,-58.4,-26.0,-35.4,-53.4,-46.4,15.4
2020/11/21,202047,MN0702,New York County,Upper West Side,84.0,58.0,14.0,,-59.9,-26.6,-41.3,-53.9,-46.9,16.0
2020/11/28,202048,MN0702,New York County,Upper West Side,77.0,72.0,14.0,,-63.6,-31.0,-42.3,-59.9,-52.3,16.3
2020/12/05,202049,MN0702,New York County,Upper West Side,87.0,81.0,20.0,,-62.4,-30.7,-47.3,-56.7,-48.0,17.0
2020/12/12,202050,MN0702,New York County,Upper West Side,84.0,83.0,20.0,,-60.6,-27.9,-42.0,-56.1,-47.0,16.7
2020/12/19,202051,MN0702,New York County,Upper West Side,115.0,91.0,20.0,,-65.1,-33.1,-46.1,-58.9,-50.9,18.7
2020/12/26,202052,MN0702,New York County,Upper West Side,106.0,98.0,20.0,,-64.3,-32.4,-42.9,-61.6,-54.0,17.1
2021/01/02,202053,MN0702,New York County,Upper West Side,112.0,104.0,32.0,5.0,-64.7,-34.1,-37.4,-61.9,-54.9,17.9
2021/01/09,202101,MN0702,New York County,Upper West Side,146.0,120.0,32.0,5.0,-67.1,-33.1,-54.1,-60.1,-50.3,18.0
2021/01/16,202102,MN0702,New York County,Upper West Side,138.0,126.0,32.0,5.0,-66.1,-33.1,-51.6,-60.6,-50.4,17.1
2021/01/23,202103,MN0702,New York County,Upper West Side,138.0,134.0,32.0,5.0,-66.9,-35.3,-53.6,-62.1,-52.9,17.6
2021/01/30,202104,MN0702,New York County,Upper West Side,129.0,138.0,32.0,5.0,-68.7,-36.6,-60.6,-61.9,-51.9,18.1
2021/02/06,202105,MN0702,New York County,Upper West Side,130.0,134.0,39.0,10.0,-72.0,-36.7,-62.3,-63.6,-55.4,20.3
2021/02/13,202106,MN0702,New York County,Upper West Side,113.0,128.0,39.0,10.0,-67.6,-33.0,-61.7,-60.0,-52.9,17.7
2021/02/20,202107,MN0702,New York County,Upper West Side,92.0,116.0,39.0,10.0,-65.7,-35.0,-58.3,-59.7,-54.9,18.4
2021/02/27,202108,MN0702,New York County,Upper West Side,92.0,107.0,39.0,10.0,-62.4,-30.1,-52.6,-56.7,-50.9,16.4
2021/03/06,202109,MN0702,New York County,Upper West Side,92.0,97.0,15.0,6.0,-62.0,-29.0,-54.0,-56.4,-50.7,16.1
2021/03/13,202110,MN0702,New York County,Upper West Side,109.0,96.0,15.0,6.0,-57.9,-25.4,-37.6,-54.4,-49.6,14.9
2021/03/20,202111,MN0702,New York County,Upper West Side,127.0,105.0,15.0,6.0,-58.9,-27.4,-47.3,-54.3,-49.7,15.6
2021/03/27,202112,MN0702,New York County,Upper West Side,97.0,106.0,15.0,6.0,-54.6,-24.4,-29.6,-51.9,-48.7,13.4
2021/04/03,202113,MN0702,New York County,Upper West Side,72.0,101.0,14.0,,-57.1,-27.1,-41.9,-54.7,-52.0,14.9
2021/04/10,202114,MN0702,New York County,Upper West Side,83.0,95.0,14.0,,-53.4,-22.7,-24.6,-51.4,-48.0,12.4
2021/04/17,202115,MN0702,New York County,Upper West Side,54.0,76.0,14.0,,-56.3,-27.9,-43.0,-52.4,-48.6,14.4
2021/04/24,202116,MN0702,New York County,Upper West Side,25.0,58.0,14.0,,-51.4,-22.4,-25.1,-49.6,-46.7,13.0
2021/05/01,202117,MN0702,New York County,Upper West Side,22.0,46.0,,,-51.7,-21.4,-28.4,-49.7,-46.7,12.7
2021/05/08,202118,MN0702,New York County,Upper West Side,12.0,28.0,,,-50.7,-19.6,-30.1,-48.0,-46.1,12.1
2021/05/15,202119,MN0702,New York County,Upper West Side,5.0,16.0,,,-48.3,-18.6,-18.9,-45.6,-46.7,11.1
2021/05/22,202120,MN0702,New York County,Upper West Side,9.0,12.0,,,-45.9,-16.1,-8.1,-43.9,-45.6,10.3
2021/05/29,202121,MN0702,New York County,Upper West Side,4.0,8.0,,,-47.4,-19.3,-19.7,-44.3,-46.1,11.0
2021/06/05,202122,MN0702,New York County,Upper West Side,3.0,5.0,,,-47.4,-20.4,-18.1,-45.7,-49.1,11.0
2021/06/12,202123,MN0702,New York County,Upper West Side,8.0,6.0,,,-43.3,-15.3,-9.3,-40.1,-44.6,10.0
2021/06/19,202124,MN0702,New York County,Upper West Side,6.0,5.0,,,-41.0,-14.9,-2.1,-39.4,-45.1,9.1
2021/06/26,202125,MN0702,New York County,Upper West Side,6.0,6.0,,,-40.6,-16.4,-3.0,-38.4,-45.1,8.6
2021/07/03,202126,MN0702,New York County,Upper West Side,9.0,7.0,6.0,,-43.4,-19.3,-16.1,-41.4,-47.9,9.6
2021/07/10,202127,MN0702,New York County,Upper West Side,12.0,8.0,6.0,,-44.1,-20.6,-4.4,-41.1,-51.0,9.4
2021/07/17,202128,MN0702,New York County,Upper West Side,21.0,12.0,6.0,,-41.3,-17.4,-9.1,-38.9,-46.1,9.6
2021/07/24,202129,MN0702,New York County,Upper West Side,53.0,24.0,6.0,,-39.4,-16.1,0.9,-37.1,-45.3,8.7
2021/07/31,202130,MN0702,New York County,Upper West Side,39.0,31.0,6.0,,-40.6,-17.4,-1.6,-38.4,-44.9,8.9
2021/08/07,202131,MN0702,New York County,Upper West Side,44.0,39.0,6.0,,-39.9,-16.3,1.3,-38.4,-45.3,8.7
2021/08/14,202132,MN0702,New York County,Upper West Side,52.0,47.0,6.0,,-41.6,-18.7,-7.6,-39.9,-46.0,9.6
2021/08/21,202133,MN0702,New York County,Upper West Side,69.0,51.0,6.0,,-40.7,-17.3,-1.3,-38.7,-46.7,9.3
2021/08/28,202134,MN0702,New York County,Upper West Side,59.0,56.0,6.0,,-45.7,-22.3,-16.9,-44.0,-49.1,11.1
2021/09/04,202135,MN0702,New York County,Upper West Side,81.0,65.0,9.0,,-42.3,-16.9,-6.7,-38.3,-47.7,9.9
2021/09/11,202136,MN0702,New York County,Upper West Side,73.0,70.0,9.0,,-39.4,-16.0,-1.3,-39.3,-49.3,9.4
2021/09/18,202137,MN0702,New York County,Upper West Side,68.0,70.0,9.0,,-36.4,-10.4,3.4,-32.7,-44.6,8.9
2021/09/25,202138,MN0702,New York County,Upper West Side,69.0,73.0,9.0,,-35.4,-10.7,7.1,-31.6,-42.4,8.1
2021/10/02,202139,MN0702,New York County,Upper West Side,43.0,63.0,,,-36.0,-10.6,2.3,-32.0,-39.7,8.4
2021/10/09,202140,MN0702,New York County,Upper West Side,50.0,58.0,,,-35.1,-10.1,-2.4,-31.0,-38.1,8.3
2021/10/16,202141,MN0702,New York County,Upper West Side,39.0,50.0,,,-34.9,-12.3,-3.4,-32.9,-39.1,8.9
2021/10/23,202142,MN0702,New York County,Upper West Side,22.0,38.0,,,-33.1,-10.6,-3.3,-30.1,-36.4,8.1
2021/10/30,202143,MN0702,New York County,Upper West Side,31.0,36.0,,,-35.9,-11.7,-13.3,-31.3,-36.6,9.1
2021/11/06,202144,MN0702,New York County,Upper West Side,49.0,35.0,,,-32.4,-9.6,-5.3,-29.0,-35.9,8.7
2021/11/13,202145,MN0702,New York County,Upper West Side,68.0,42.0,,,-32.4,-11.9,-5.3,-29.7,-35.7,9.3
2021/11/20,202146,MN0702,New York County,Upper West Side,77.0,56.0,,,-31.1,-11.3,-10.4,-27.3,-33.0,8.3
2021/11/27,202147,MN0702,New York County,Upper West Side,76.0,68.0,,,-36.4,-16.9,-7.7,-35.1,-47.4,9.6
2021/12/04,202148,MN0702,New York County,Upper West Side,98.0,80.0,39.0,,-32.6,-12.4,-7.4,-28.4,-34.1,8.4
2021/12/11,202149,MN0702,New York County,Upper West Side,162.0,103.0,39.0,,-28.7,-11.0,0.4,-27.3,-32.0,9.1
2021/12/18,202150,MN0702,New York County,Upper West Side,715.0,263.0,39.0,,-30.0,-9.9,2.4,-29.0,-34.0,9.4
2021/12/25,202151,MN0702,New York County,Upper West Side,1158.0,533.0,39.0,,-42.0,-17.4,-8.3,-42.0,-52.3,13.3
2022/01/01,202152,MN0702,New York County,Upper West Side,1066.0,775.0,58.0,11.0,-43.4,-23.1,-3.6,-45.4,-58.6,15.6
2022/01/08,202201,MN0702,New York County,Upper West Side,1309.0,1062.0,58.0,11.0,-51.9,-24.3,-33.7,-45.7,-46.6,16.0
2022/01/15,202202,MN0702,New York County,Upper West Side,449.0,996.0,58.0,11.0,-53.1,-25.9,-42.4,-46.0,-43.3,14.7
2022/01/22,202203,MN0702,New York County,Upper West Side,447.0,818.0,58.0,11.0,-51.1,-27.9,-42.9,-47.3,-44.0,14.1
